Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2020-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,
Rwanda,RWA,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,111290040,93228558.8571429,105072005,112417997,124146995,135500001,136399240.577169,146788990.825688,177426662.853602,182407760.933979,281434327.835773,313877723.752555,346901186.322837,384186032.972055,544002995.707729,575270218.988449,573196759.304408,559853877.068558,565280428.83055,648260186.026744,717746417.343328,729779005.58163,813549098.546953,939531187.988651,969438146.452233,829983256.495202,614249137.532937,674400085.561593,665092178.151237,375000008.181818,569161218.739785,652314045.694544,850993827.144116,905498653.118768,680474657.417952,645166670.857966,625261996.889785,593627804.47538,706374905.841106,805518755.768908,990915391.380701,1073597864.67644,1161742739.34784,1376119208.11003,1576354879.17691,1627502504.15473,1852831845.06581,2143237020.77389,2202078139.78807,2305137537.42144,2318356070.82686,2484163367.23586,2828560244.22759,2761242052.32028,,
South Asia,SAS,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,20413796104.024,21449114287.8586,21875356436.4186,24997845075.0682,29381686820.8003,29852933271.962,25504736578.8294,29606475657.3295,30530131927.9239,33343405507.8076,34870300464.5374,35230760073.451,35843366226.6563,43845772517.4278,50623800532.778,53098269702.7331,46081208308.9108,54418832025.6652,60403347060.8185,64347417198.0028,77062992994.1568,79095644931.8895,79586521579.3622,85619002222.3555,82569996215.19,86005334879.0788,87716742013.5623,95319440038.0968,105131230800.802,102928042379.686,110546335226.32,99533691878.3931,103253703054.961,100968560935.906,113198920817.72,118939091450.548,131934863195.646,134701648952.485,136664043947.65,139940463830.86,138323320971.403,140067044545.299,133882296215.521,155596441542.653,165993437624.633,187407706630.778,209066928751.536,261444356408.682,267819886105.553,293754175387.741,360804338567.143,405728175382.045,399272032020.149,413631920638.075,444387897800.528,451035604926.516,484916507382.984,536011465986.091,523769012203.266,,
Saudi Arabia,SAU,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,206666666.666667,220666666.666667,227777777.777778,237140055.273246,272148233.931673,328603032.428641,379436619.71831,434387082.101433,506515580.736544,869762559.927378,1233968702.20026,1369019281.12354,1622929629.96363,1849223946.78492,2442097893.93851,2791027496.38205,3297389330.30647,3807012700.16565,4283283823.92655,4889719626.16822,5579439252.33645,6048064085.44726,6713484646.19493,7183444592.79039,7686248331.10814,8070493991.98932,8312683578.10414,8437383177.57009,8587983978.63818,8918621361.81575,9040266666.66667,9184800000,9326245920,9522097084.32,9626840152.24752,9721183185.73955,10093924206.0659,10579053580.2172,11113165465.9117,11523008361.4972,12043036876.3636,12246833692.5719,13946133333.3333,14575466666.6667,15303466666.6667,16107466666.6667,16843733333.3333,17137866666.6667,17320595986.872,17410713878.0255,17495755722.3505,,
Sudan,SDN,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,672333333.333333,731000000,769000000,703333333.333333,674000000,704333333.333333,605333333.333333,650333333.333333,633666666.666667,740000000,930333333.333333,1031000000,1110666666.66667,1423000000,1819666666.66667,2004666666.66667,2399333333.33333,3099000000,2665000000,2902000000,2231500000,3343500000,3151333333.33333,2567076923.07692,2775214285.71429,3903000000,5443125000,6371500000,6063095238.09524,5714285714.28571,4841803278.68852,4572666666.66667,2711196098.56263,3543838669.17765,4417924723.75691,5155767774.14357,3822368963.86313,5261607920.28939,4994537051.79283,4621640229.65749,4986584240.82141,5437351256.28141,5959391553.68197,6461645834.92988,6911662944.43798,8116195189.03165,10072736127.1011,11555693070.7802,13363376566.8357,13112375363.8931,15299664223.7641,16400369121.728,22579133613.2102,24331317503.3636,26166295821.7853,30394860597.1091,29814152325.4504,37473740910.3151,12855431272.5035,,
Senegal,SEN,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,221952527.07469,238140262.552829,232387970.208555,248220326.568133,267894966.898098,287113103.860689,302429381.42213,276863496.55244,316609185.396637,272822409.28089,292230820.146064,262678676.869209,373538222.615694,393960425.703288,468279320.633515,800409854.130759,810929371.751107,753205554.236785,647926717.644888,916470738.557293,793173974.474,803721344.266336,808049929.885164,577154924.537322,609899364.029196,773449616.693919,1127585631.18391,1393684697.46898,1175560569.42522,1280119098.53051,1296068498.01169,1288127418.36517,1264908642.05087,1340961515.04471,848141447.649849,1169695674.27242,1142260353.77803,1043662264.11732,1101632373.1871,1087460682.17413,998887828.710029,1009246422.25477,919624834.251139,1312246235.76416,1393268418.09569,1610605829.62268,1532807629.17485,1711454925.94104,2465303681.30971,2590307559.11385,2568080478.60086,2303408030.37133,2489917715.63155,2595826692.37309,2643123691.63557,2537663824.21492,2742795124.92407,3381119531.25832,3996414262.23886,,
Singapore,SGP,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,26100875.4736705,26852214.8177185,29661570.6258983,29824905.2659088,29792238.3379067,29922906.0499151,35868286.9462956,37697634.9144126,43479681.1707827,46681040.1149876,49261727.4271528,58506468.0517444,60215688.2027076,84515555.5555556,104989012.777733,121424760.966802,129296166.659638,131819653.553505,125194720.013118,144019349.164468,179573254.851467,207407061.460863,216074217.825531,209579439.252336,211310932.32371,176456799.962496,133266669.696832,115183246.073298,105792972.459639,108427747.962632,116905091.524381,113690303.907381,102885205.647637,104715930.18938,127602461.69962,127204741.075208,144468085.106383,133081896.551724,95482791.5869981,95988200.5899705,88515081.2064965,73952112.5188368,65732156.8189434,59694638.9622317,64016092.7700864,70355683.7298726,72628862.7352256,77566186.7162099,80217683.2284967,78996218.6318323,86762009.5342868,96835744.9515026,98343602.4645915,105889874.530488,108910109.699313,100450974.687227,98371335.504886,88348178.7240206,90524911.0320285,,
Solomon Islands,SLB,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82647896.2353686,142283041.108001,173993374.543219,182012109.044138,208634623.564441,219589535.805514,220866980.708838,224461244.585542,167912617.327021,163969326.801844,144451649.668887,97877131.4892005,104003215.386439,129871168.014495,138161850.174356,139855774.977091,159997371.70642,,,,,,,,,,,,,,
Sierra Leone,SLE,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,129540914.551056,111579955.368018,116269953.492019,119371947.523291,106980042.792017,109380043.752018,112920045.168018,119449653.024333,138114992.594739,169475538.438547,209010112.676089,242306050.074003,229727543.941627,251679023.113825,307151589.242054,333027427.457733,334349399.885692,326977827.624881,435151172.647641,363862029.459034,419530269.527281,366685590.891245,170240293.313448,297799353.993072,456993593.528941,396594539.648571,286029664.864328,286604578.657715,244032839.407289,309850220.264317,341012442.474859,347907838.983051,425763006.408168,487987773.815588,399405218.726017,400737168.82829,349820754.266048,492197367.268333,579221873.797046,642414080.412283,702338285.825343,815203122.764062,948099973.355024,1126218346.71061,1344266494.81218,1356046715.40177,1364876219.64072,1606438272.67326,1923442766.72467,2360943478.04942,2597477049.3311,2474361442.9472,2139051642.39958,2254350171.97395,2407538287.48755,,
El Salvador,SLV,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,363160000,359600000,375880000,377640100,380400000,458160000,464920000,480960000,574440000,621200000,665720100,915800100,1265080100,1158480000,1347439900,1356599900,1182040200,1107915200,1093298000,1059769000,1022747900,1034526300,821436800,878835500,800553800,771465656.076011,829470500,753709100,850318800,956988100,1028600500,1040148000,1115653900,1035504100,895257900,845307500,821270700,737433800,726877400,786147000,907110000,967380000,1189650000,1275290000,1173780000,1288000000,1487000000,1393000000,1234000000,1326000000,1296000000,1360000000,1257000000,1271000000,,
San Marino,SMR,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,116298011.720795,122976004.569598,132188000.8848,138404016.318393,148077990.048804,154615072.309566,159235053.549679,162077023.057862,156631060.213639,164657152,170028580.571429,167115558.174116,227675821.263306,273230921.276765,178856240.190627,346497077.680699,411818883.55838,278840653.913043,310635491.712707,301509106.56168,388485448.038637,438839583.005707,487587478.168321,446470431.083571,513445811.631966,557614351.203852,545551420.449109,619705630.375488,692619683.516805,663737925.898157,575395413.511105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300480225.9887,4158826815.64246,4590311723.01812,3088198349.08482,3551284140.1192,1199756514.19516,2186072508.32042,2080162053.96726,2412078408.76333,2915019167.06348,1865679964.26526,2214485492.76351,2641648489.82525,3885723258.58928,3252400836.92657,2761113305.34717,3667342575.14311,2786802359.35221,3588053626.80824,3325360583.58492,2657513826.67625,2763719480.68754,2656343002.75894,3209192703.57604,,
Sub-Saharan Africa (excluding high income),SSA,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,61322196813.4597,58280965329.4379,50321801162.2479,48302955292.0733,50774143895.6627,53142559819.6772,61079477604.5129,64423448851.7455,60432763384.4718,63516797587.5979,64474876810.638,58142351878.3298,52698970883.3569,51106956279.0781,58916838702.9652,63424654116.8645,67936178844.2029,67245192157.033,64303469522.4929,64512716104.1433,65567857724.9456,84982510215.0926,92859782181.5059,100189655590.76,118929935112.413,142078416741.246,166316851780.841,206071833083.201,202141277113.638,219629751035.952,236344188638.612,265679135340.183,284595234550.045,301436257846.331,289957628210.986,277879669932.246,299481229752.413,289588817486.899,,
South Sudan,SSD,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611957929.885841,638477097.584206,773003578.330921,697205411.904516,736903484.820475,1775539429.00242,1060641609.98922,1242373868.61795,,,,,
Sub-Saharan Africa,SSF,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,61333085060.9284,58288930458.0308,50332387991.4693,48311785770.3635,50782791214.2353,53154319274.2643,61091649158.5469,64435724171.9599,60444843890.0666,63534058746.0913,64492276950.5844,58158557072.7486,52718865261.3345,51127250701.4199,58938227272.9237,63444381955.5762,67955948806.6311,67261238973.4169,64322907326.2012,64530195755.821,65585525712.29,85002723633.5164,92878455534.5332,100218818290.155,118959982643.087,142108827233.907,166345321515.063,206096702372.17,202160402147.841,219651681733.65,236367866609.012,265700804701.184,284630680822.995,301468089649.002,289985811650.487,277908369754.89,299509897616.972,289621593358.419,,
Small states,SST,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,3659680751.14031,3641110473.03598,3459574980.56633,3288207619.96354,3129318560.93107,3211272976.56645,3748683897.10834,4368367313.83842,4623326190.74739,4460778864.54251,5118940210.11761,5287301529.32029,5575181435.00536,5428964004.53961,5877872296.39235,6651678599.789,6794247475.75845,6571113612.73897,6451033981.46254,6353464971.78531,6242432006.51802,6011220784.01643,6231794516.58426,7147924972.64182,7950701668.13202,8504622184.34438,9143679500.14872,10190172912.5272,10957620540.3169,10256161833.1373,11230531876.4843,12475232858.3824,12610925732.632,12494549094.3418,12632083711.319,12076874733.6595,12303992460.7696,13514977123.5874,14471569330.3046,,
Sao Tome and Principe,STP,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7907084.05840552,9275702.95859655,10848833.2036342,11645073.5388815,12291022.2935015,12948002.1111171,14563869.9801993,18544760.7704511,21055630.9667151,22952033.4689797,27159885.3689047,29871952.7831657,37361087.7378418,40685042.0730319,38919563.9651626,40573930.1351354,45306251.5766976,47945713.4276717,,
Suriname,SUR,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,9500000,10000000,10200000,11050000,12150000,14200000,15700000,17250000,18950000,17950000,17800000,19600000,20900000,21450000,29050000,29050000,35800000,46050000,45850000,58000000,61500000,70000000,72000000,63500000,67000000,71500000,83000000,102000000,117000000,48800000,31400000,39500000,45133333.3333333,80941176.4705882,98828358.2089552,96728506.7873303,127346633.416459,108407500,93170000,74861627.9069767,90400757.5757576,75876605.5045871,73321702.1276596,82564013.8408304,77542062.911485,88223450.5985284,267521959.397893,304189435.336976,322768670.309654,389435336.976321,423617687.768631,395042839.657283,426666666.666667,446969696.969697,491818181.818182,444581028.477771,312750858.941014,385699213.376604,323082077.051926,,
Slovak Republic,SVK,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582654901.960784,642353612.1673,572835617.990257,634341648.954022,500686128.276156,498895338.124194,652012527.964206,717677395.068699,847559819.413092,956000744.971443,1016359905.48439,1306894994.35454,1984983575.14372,2545094477.8087,1856733814.9486,1503948866.89513,2141665042.78714,2146026893.92278,2697145635.29272,3265375657.51785,2320815395.86863,2412057820.08035,2281682312.64417,2502255787.25628,,
Slovenia,SVN,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860444197.331177,807224150.141643,779216986.794718,792693594.9221,679583651.944628,626049074.472665,582046495.557749,699811770.573566,667394191.83154,836151968.111609,878078970.277329,836661146.65663,983203941.965508,1015451296.32342,914639899.972214,912109137.588502,1103792592.06942,914609986.138639,954110654.586325,1007150117.43593,903427165.540755,891804837.084019,897439502.378448,1136975797.58693,,
Sweden,SWE,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,6794038490.63741,6284573448.67085,5713244500.68443,5176354449.53111,5372940605.4305,5566096049.46594,7074344601.04442,8158537442.43265,8816778463.24585,9120202903.72117,10005207575.86,8813176453.07978,8681155431.16178,6125600637.25364,6618843960.60135,7706531338.93149,7434983596.779,6612398328.72729,6243977911.67184,5829420023.2378,5104014319.70487,4714447531.73074,5070708937.97948,6211122515.86016,7032753201.15936,4907468118.98677,5757230760.89019,7755074865.36071,8156149959.79427,6318430060.88479,8231120510.75328,9658363204.88609,8596880277.89357,8636359333.25879,8435186352.5821,7296640353.51784,7189682307.17346,7801507276.84673,7647381052.40311,,
Eswatini,SWZ,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,11059778.8044239,13019739.6052079,15959680.8063839,20999580.0083998,23939521.2095758,23239535.2092958,27439451.2109758,20579588.4082318,18479630.4073919,30659386.8122638,33739325.2134957,45721476.5100671,52686353.5839729,66282420.7492795,73289183.222958,71670047.3292765,70147194.1122355,79346826.1269549,106945722.171113,117605131.860299,105783127.88906,110223642.172524,88229876.5886903,77371869.6705861,87914322.5106758,61181339.6913941,85207877.4617068,82809430.2554027,95579502.9689905,90936820.8334922,98890735.5157887,113671096.94709,99179523.141655,120384368.210056,162098681.987158,171248600.810565,192077780.103738,186614583.333333,173843677.079753,172105736.967019,214064076.5158,186627736.022767,179064950.251128,272180123.901327,267575384.625799,348696306.847184,368112116.931046,373101484.719029,329391355.001511,331202386.06671,450811779.499705,468547000.588969,498589363.051681,465077622.854336,408427907.109323,379713294.503999,341901047.095241,370949318.028141,404655037.58861,,
Sint Maarten (Dutch part),SXM,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,4741549.15556817,5913611.55589179,7191692.15821991,9285212.35332526,10075172.6797104,12114158.1273118,9461977.22397491,11362894.7569354,9760773.68466783,9713591.55263147,12498397.9006766,13196408.9339938,13429758.4623983,13089569.3784781,17725645.9742547,17885164.3884824,16595404.0492786,19781916.4334652,20095731.6349539,21210021.2100212,19597979.8386285,19656606.2511191,16001216.2444651,19316799.2512868,17396478.7006896,17584293.6406317,20127737.2262774,18608698.8723684,29016436.3636364,29912690.9090909,30295958.1136656,28388473.5341959,24845694.2858351,19125283.8007627,21929075.7221697,23676027.7845085,21679640.1501322,35426466.0756197,31825212.4045846,28183237.0680266,28688128.7726358,28670657.4541511,32251300.608831,,
Syrian Arab Republic,SYR,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,3414179247.54898,3142485582.23275,2864760134.22171,3190434371.84017,2318323477.8896,3481513883.31121,3982291666.66667,4203031245.83492,3972989197.45614,2818080000,3214051896.20758,3822095808.38323,3738560408.56031,4466980705.76923,3831046511.62791,4665815365.29202,5459796384.79119,5548576657.17771,5390184921.76387,5586000000,5981436781.60919,6999374389.05181,7893872647.17661,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4806540,3966830,5244940,6232120,6644470,7020480,6949980,4907150,4928070,4198360,4686400,3294000,4176860,4130580,4838480,5115860,5000670,5243500,,
Chad,TCD,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,124556820.368024,129374709.911061,137595945.313052,141371779.073483,143527374.859197,149440779.773414,158215073.510885,179501005.144386,179439535.282126,181052806.247513,174106502.978416,186775094.795682,221375987.86974,236078989.92317,239479490.222182,319551816.017463,309842163.863621,332041836.425438,402038366.32438,414445054.736647,472414358.332446,353155465.807685,333517556.649748,323681846.555429,299366249.429104,382705376.295113,338230586.30465,369732575.005474,521733258.355408,432486221.272224,484875098.582745,666529466.312238,645933656.803875,459049581.406584,439115272.799384,506920666.278806,603524763.641027,592305994.45508,680556147.129308,584231833.699286,563789227.113318,688789185.424776,753367526.308193,883560791.004409,1010894123.77566,3576843793.96593,4139449188.27111,4723064733.67235,5651102907.66992,4307440650.01462,5536211541.01644,6223604851.03719,6790047971.98817,6480779491.53915,7051268671.05569,5516295132.72054,4654519209.68378,4849491817.99659,5065966935.0163,,
East Asia & Pacific (IDA & IBRD countries),TEA,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,22898093912.9959,28565244828.0912,28258326292.5004,30893509731.2017,34266571868.0584,39675122774.2716,43170374182.7142,43880861106.7617,45180388650.294,46572075690.7659,48858378669.727,50798546499.2519,55969372849.7008,70680494642.4074,77726934390.631,83392771873.9678,82203486412.274,85346654085.506,76526991021.4669,97620483035.5414,102721495777.787,109383540079.779,116312569090.653,127106490653.021,135322081107.922,138253128541.582,135036448427.311,132748490896.328,143124568540.406,144402538449.827,154928071218.158,154658733985.088,160410570812.418,156616898401.794,190628911658.304,237326483969.186,268075133235.084,264884526386.013,242011400536.772,252501134819.181,250763668798.867,256109890633.45,274866244693.32,294885510555.034,349307999577.115,368462587272.766,415059288056.113,516418431308.419,659154667016.761,686307443945.201,809171389736.929,977907097864.738,1068852401538.98,1148772167927.58,1193780549305.51,1198024945107.7,1184983413597.18,1213314981863.09,1280389807463.82,,
Europe & Central Asia (IDA & IBRD countries),TEC,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178045689064.373,196683773680.803,173579495660.253,116817477013.56,114952926428.004,87333029932.8265,96352581002.8294,98373231896.7099,94441264872.0505,86946769311.8323,74273666898.7298,73141262877.1119,70319479591.1134,77787248382.109,92914005398.939,116527222790.071,130002477329.607,139721671819.844,167414720535.985,203132009223.73,172622588502.488,199935837355.763,237539554090.744,233530930542.314,243206130316.951,236034863986.278,203123303801.904,190714844366.543,196490141654.208,184393575995.963,,
Togo,TGO,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,66477671.0464442,69721904.6228881,70608242.2262574,74280719.1681863,81215432.4091366,83652678.9871416,94839431.1425017,102438653.679722,107850590.976823,115017387.250222,85744337.8891192,90791390.4338558,103163300.36869,130109487.135312,137928345.395831,164245829.345784,200041433.26756,275562037.482136,198532367.201567,226117197.313296,312382260.284476,271223675.2088,221541736.114006,263996253.667344,240298412.863334,256642545.01261,368749134.219198,418251879.138847,462944668.122889,435967204.928524,549661293.343833,525941645.879629,596992342.792637,544510493.617448,343160712.79656,494460299.78259,598446629.318912,632443148.809926,554995524.210622,582102523.781503,454814049.428331,502545976.234536,563186502.153121,599109173.722037,701866246.766895,833551797.350399,790449577.83672,774852971.455565,1287766619.33211,1041001481.83037,984642614.133101,1155386093.21585,1647176694.43992,1620801546.02866,1173516175.68237,1018634727.05616,1081826524.48988,1135522547.88139,1254941462.53602,,
Thailand,THA,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,1006137311.27666,1087347528.77712,1125119707.85441,1170652923.66779,1191403817.30769,1401091346.15385,1763274043.26923,1648899052.88462,1744211495.19231,1920538389.42308,1836538485.57692,1764423091.34615,2072115399.03846,3001229684.35847,3700595511.18768,3999155819.87605,4534291537.78658,4901927015.06365,5881166836.31571,6567444906.43472,7518900080.0922,7442118366.29943,6786840183.30355,8032660592.78003,7345448975.01629,6149954523.19497,6750738913.03439,7950961672.13523,9976555912.69041,10892031184.3436,10667565374.9194,12426518666.1337,13705733544.3561,10347082892.3048,12657375745.5268,15375152517.3388,16592273120.0701,13616595938.6946,11665909079.919,11268244049.1145,10747012101.1772,10324474082.8099,11678836874.2158,14382252691.3602,16069205218.9825,17413656355.9016,20858877567.1823,24586739748.8861,29358124232.6638,27580076883.1411,35901873715.9034,42995142940.5379,45747110165.9744,47602193581.9827,41107180462.9339,35616931939.9551,34846641583.8442,37907883959.2455,40989192267.4573,,
Tajikistan,TJK,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876465022.090057,914899108.282771,563626133.530757,345473559.345358,298895788.74059,451882805.820343,376090693.739425,295012093.188689,331398016.997167,275874293.100662,216201897.606319,257313885.844364,271480771.31797,376298425.556935,399091062.110756,490021176.923571,607112539.413049,722875816.993464,1025417553.26901,923793661.138871,1105115323.13314,1554726476.07479,1780547523.05971,1801288778.80861,2166396629.94167,1722736934.33499,1416682619.29375,1518766740.35346,1444405979.54367,,
Turkmenistan,TKM,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,652780469.532672,780625070.359621,859139490.442985,1063179880.43903,1033116601.0386,348058704.996535,577464194.25326,837062847.914245,402410346.745057,300491098.83364,495804318.478701,655564678.610831,608761514.709512,654675247.634449,816470588.235294,934017161.455765,1142885892.53371,1255210745.71561,1501814882.03267,1767369515.01155,2387804878.04878,2066225165.56291,2125614035.08772,2561052631.57895,2597192982.45614,2989473684.21053,3321754385.96491,3610526315.78947,3329428571.42857,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,16879677749.4491,16281563349.0003,16550220958.1103,16859128411.1738,17941784117.9993,19952635996.5703,22570304951.7858,24932891042.4811,33397954170.7973,41740198782.8655,41898363874.9072,48160173015.9056,58915482153.0475,57459438341.3418,64764772310.2903,69399142300.1629,77872810769.9547,70313127565.0474,67589728063.7689,69014777305.2649,69698090865.3657,71971554810.2497,71726967303.1316,82266386078.4087,85726984474.4288,90825649541.4907,107683103871.386,98834869338.8562,103972521879.617,127923712596.669,116449388842.711,122226157168.226,129053182092.653,128731771409.058,106721609692.617,108765331724.756,103029720750.279,99761722827.1546,109324086683.139,119066453886.648,132681615280.961,148630675362.585,180158286814.752,215344685357.148,201858139603.824,247294345295.952,285376947029.25,273702817096.467,289537356481.895,295874771929.004,250591911512.999,268491071693.61,285609187042.271,272971045213.144,,
Timor-Leste,TLS,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104311800,102977000,115836700,121733800,135467900,133396700,145403600,161680800,193461900,180891700,225811600,231207500,297430200,294770400,295513800,272420500,268830800,259530400,,,
Middle East & North Africa (IDA & IBRD countries),TMN,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31689510470.021,34458435799.2931,40997085409.1106,47949447439.7341,45353476120.9849,50774533388.8216,48390275724.6284,46698765496.7048,48987017505.985,47293449733.5875,51701539913.873,54645229452.0223,58348435473.547,69058942535.6812,81392062914.4533,89818874107.6504,102819403549.454,113642285292.999,124508697809.194,140698654491.701,149978710605.095,149996410982.734,144619790964.528,142211014560.596,132913212508.555,134387222426.877,,
Tonga,TON,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,13785312.2136405,12005743.6148112,12980150.8094921,14840677.5781161,16183657.5005589,17790252.7897973,21049184.0956102,20318490.7191399,18918918.9189189,20886353.6638877,19135414.4842517,22459893.0481283,26746954.2080941,33752029.3941724,32367898.291617,33970520.1419972,40525991.0535246,44938014.9951748,47239161.849711,42309119.8303287,43369816.6653553,45255621.3978407,43560269.0937871,40788873.9946381,44683010.0461237,40371606.369349,33270795.0132843,33283236.9942197,38917376.4518333,46887666.8133157,46715988.237115,46353875.2551147,50152044.7396015,51557239.0572391,48808553.483243,60604489.6054746,72048468.9700344,78942710.4843944,79247894.7975545,75704905.3688683,76733055.4268952,69038600.2886003,,,,
South Asia (IDA & IBRD),TSA,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,20413796104.024,21449114287.8586,21875356436.4186,24997845075.0682,29381686820.8003,29852933271.962,25504736578.8294,29606475657.3295,30530131927.9239,33343405507.8076,34870300464.5374,35230760073.451,35843366226.6563,43845772517.4278,50623800532.778,53098269702.7331,46081208308.9108,54418832025.6652,60403347060.8185,64347417198.0028,77062992994.1568,79095644931.8895,79586521579.3622,85619002222.3555,82569996215.19,86005334879.0788,87716742013.5623,95319440038.0968,105131230800.802,102928042379.686,110546335226.32,99533691878.3931,103253703054.961,100968560935.906,113198920817.72,118939091450.548,131934863195.646,134701648952.485,136664043947.65,139940463830.86,138323320971.403,140067044545.299,133882296215.521,155596441542.653,165993437624.633,187407706630.778,209066928751.536,261444356408.682,267819886105.553,293754175387.741,360804338567.143,405728175382.045,399272032020.149,413631920638.075,444387897800.528,451035604926.516,484916507382.984,536011465986.091,523769012203.266,,
